Year,community ,news_article_text,Positive Representation (%),Neutral Representation (%),Negative Representation (%),Media Platform,Label
2017,middle eastern,1890,46,49.05,4.95,times,middle eastern_the times_
2017,indigenous,2665,44.04,24.41,31.55,fox news,indigenous_fox news_
2017,indigenous,4863,23.6,23.39,53.01,nbc news,indigenous_nbc news_
2017,asian,1470,58.81,25.87,15.32,reuters,asian_reuters_
2017,european,1540,15.32,43.04,41.65,bbc,european_bbc_
2017,hispanic,908,15.88,38.77,45.35,guardian,hispanic_the guardian_
2017,indigenous,4417,50.34,42.14,7.52,al jazeera,indigenous_al jazeera_
2017,african,1109,54.22,33.09,12.69,times,african_the times_
2017,middle eastern,3326,26.55,23.74,49.71,deutsche welle,middle eastern_deutsche welle_
2017,hispanic,3267,35.25,35.14,29.61,al jazeera,hispanic_al jazeera_
2017,indigenous,4213,43.58,33.51,22.92,deutsche welle,indigenous_deutsche welle_
2017,european,3975,57.9,33.67,8.43,cnn,european_cnn_
2017,african,3480,21.83,46.48,31.69,fox news,african_fox news_
2017,african,1827,54.7,31.65,13.65,reuters,african_reuters_
2017,indigenous,3896,33.34,23.02,43.64,bbc,indigenous_bbc_
2017,european,3019,10.67,22.95,66.38,fox news,european_fox news_
2017,indigenous,4978,35.97,23.12,40.91,cbs news,indigenous_cbs news_
2017,hispanic,3254,26.76,27.6,45.64,times,hispanic_the times_
2017,european,937,10.45,25.34,64.21,ny times,european_ny times_
2017,middle eastern,4922,31.21,31.77,37.02,le monde,middle eastern_le monde_
2017,indigenous,2080,39.88,28.15,31.97,bloomberg,indigenous_bloomberg_
2017,european,3970,53.39,46.26,0.35,cnn,european_cnn_
2017,indigenous,4669,34.01,35.79,30.2,ny times,indigenous_ny times_
2017,middle eastern,2750,52.33,45.79,1.88,bbc,middle eastern_bbc_
2017,hispanic,753,38.63,46.79,14.58,cnn,hispanic_cnn_
2017,indigenous,2615,43,29.46,27.54,le monde,indigenous_le monde_
2017,hispanic,3963,24.33,36.59,39.08,al jazeera,hispanic_al jazeera_
2017,indigenous,2053,49.5,40.5,10,reuters,indigenous_reuters_
2017,middle eastern,4593,26.68,32.62,40.7,hindu,middle eastern_the hindu_
2017,african,680,11.23,43.94,44.83,hindu,african_the hindu_
2017,middle eastern,4271,31.49,42.87,25.64,hindu,middle eastern_the hindu_
2017,middle eastern,1634,35.6,43.17,21.24,al jazeera,middle eastern_al jazeera_
2017,hispanic,1902,10.04,37.3,52.66,ny times,hispanic_ny times_
2017,middle eastern,1931,13.57,25.61,60.82,times,middle eastern_the times_
2017,middle eastern,2135,30.92,34.87,34.22,hindu,middle eastern_the hindu_
2017,african,1617,56.35,45.47,-1.82,washington post,african_washington post_
2017,african,3842,44.28,47.45,8.26,abc news,african_abc news_
2017,hispanic,640,48.1,43.13,8.77,bbc,hispanic_bbc_
2017,middle eastern,2214,56.54,27.03,16.43,fox news,middle eastern_fox news_
2017,hispanic,3561,43.98,37.16,18.86,abc news,hispanic_abc news_
2017,european,3105,43.52,27.38,29.1,hindu,european_the hindu_
2017,european,1420,55.03,31,13.97,nbc news,european_nbc news_
2017,european,1568,39.77,36.74,23.48,associated press,european_associated press_
2017,african,1071,48.57,30.13,21.3,le monde,african_le monde_
2017,indigenous,4104,34.71,35.94,29.35,associated press,indigenous_associated press_
2017,european,1861,24.47,22.25,53.28,reuters,european_reuters_
2017,european,4584,19.94,43.43,36.63,cnn,european_cnn_
2017,middle eastern,2082,39.04,31.32,29.64,times,middle eastern_the times_
2017,asian,3781,45.49,44.2,10.3,fox news,asian_fox news_
2017,european,4272,34.63,29.61,35.76,guardian,european_the guardian_
2017,hispanic,2700,27.71,46.31,25.98,reuters,hispanic_reuters_
2017,indigenous,4220,44.48,30.78,24.74,cbs news,indigenous_cbs news_
2017,asian,4856,37.73,23.76,38.51,le monde,asian_le monde_
2017,european,2194,20.6,26.49,52.91,reuters,european_reuters_
2017,indigenous,1398,18.61,48.38,33,times,indigenous_the times_
2017,european,4698,26.08,46.73,27.19,bbc,european_bbc_
2017,asian,4727,50.53,33.62,15.85,bloomberg,asian_bloomberg_
2017,hispanic,4829,38.79,34.17,27.05,fox news,hispanic_fox news_
2017,african,4707,33.43,39,27.57,nbc news,african_nbc news_
2017,middle eastern,4987,12.58,27.63,59.79,fox news,middle eastern_fox news_
2017,indigenous,4934,12.02,37.81,50.17,associated press,indigenous_associated press_
2017,middle eastern,1606,29.89,42.45,27.66,le monde,middle eastern_le monde_
2017,hispanic,2050,59.69,28.21,12.09,abc news,hispanic_abc news_
2017,european,1281,48.85,43.8,7.35,nbc news,european_nbc news_
2017,european,3301,15.29,25.08,59.63,cnn,european_cnn_
2017,asian,3911,25.69,41.23,33.07,bbc,asian_bbc_
2017,indigenous,2210,13.25,46.6,40.14,abc news,indigenous_abc news_
2017,european,936,21.71,42.53,35.76,reuters,european_reuters_
2017,indigenous,2214,23.71,41.07,35.22,cbs news,indigenous_cbs news_
2017,indigenous,2848,31.14,46.6,22.26,cbs news,indigenous_cbs news_
2017,hispanic,3663,32.73,21.44,45.83,le monde,hispanic_le monde_
2017,hispanic,3114,25.32,37.44,37.24,washington post,hispanic_washington post_
2017,middle eastern,3002,23.9,36.29,39.81,al jazeera,middle eastern_al jazeera_
2017,indigenous,1433,45.06,27.9,27.04,bloomberg,indigenous_bloomberg_
2017,asian,2890,43.48,25.23,31.29,le monde,asian_le monde_
2017,hispanic,1717,42.29,35.47,22.23,guardian,hispanic_the guardian_
2017,hispanic,3533,33.38,35.66,30.96,associated press,hispanic_associated press_
2017,middle eastern,2901,58.47,40.9,0.64,ny times,middle eastern_ny times_
2017,indigenous,1256,37.66,46.98,15.37,nbc news,indigenous_nbc news_
2017,hispanic,3134,45.13,30.38,24.49,le monde,hispanic_le monde_
2017,indigenous,1878,31.81,33.37,34.82,cnn,indigenous_cnn_
2017,middle eastern,1452,52.26,23.24,24.51,times,middle eastern_the times_
2017,hispanic,1333,59.81,35.66,4.53,deutsche welle,hispanic_deutsche welle_
2017,indigenous,2828,35.89,39.59,24.52,fox news,indigenous_fox news_
2017,indigenous,1610,47.86,47.81,4.33,times,indigenous_the times_
2017,hispanic,4513,52.33,41.58,6.09,fox news,hispanic_fox news_
2017,african,1588,22.44,39.36,38.2,al jazeera,african_al jazeera_
2017,asian,2604,25.89,27.07,47.05,cbs news,asian_cbs news_
2017,african,4484,50.55,23.32,26.13,bloomberg,african_bloomberg_
2017,indigenous,3729,13.82,34.74,51.44,ny times,indigenous_ny times_
2017,european,2964,14.48,49.36,36.16,le monde,european_le monde_
2017,asian,1067,47.83,31.38,20.79,hindu,asian_the hindu_
2017,middle eastern,2365,31.41,29.84,38.75,le monde,middle eastern_le monde_
2017,european,2942,13.13,28.62,58.25,cnn,european_cnn_
2017,hispanic,1778,15.18,27.19,57.63,le monde,hispanic_le monde_
2017,indigenous,3177,46.75,37.36,15.89,bbc,indigenous_bbc_
2017,asian,3886,17.14,30.87,51.99,abc news,asian_abc news_
2017,asian,3300,12.23,25.54,62.23,associated press,asian_associated press_
2017,middle eastern,837,17.5,33.01,49.49,le monde,middle eastern_le monde_
2017,middle eastern,4309,43.98,47.69,8.33,cnn,middle eastern_cnn_
2017,indigenous,4302,39.9,44.25,15.85,guardian,indigenous_the guardian_
2017,middle eastern,2773,40.21,40.61,19.18,bbc,middle eastern_bbc_
2017,african,910,29.14,33.17,37.69,reuters,african_reuters_
2017,middle eastern,1175,52.01,44.02,3.97,associated press,middle eastern_associated press_
2017,hispanic,4211,49.5,42.52,7.98,washington post,hispanic_washington post_
2017,african,933,46.97,47.77,5.26,bloomberg,african_bloomberg_
2017,middle eastern,3371,57.93,48.3,-6.23,fox news,middle eastern_fox news_
2017,middle eastern,966,51.98,35.4,12.62,fox news,middle eastern_fox news_
2017,indigenous,2705,31.58,22.49,45.93,cnn,indigenous_cnn_
2017,middle eastern,1419,41.66,21.03,37.32,reuters,middle eastern_reuters_
2017,indigenous,2762,24.73,46.48,28.8,le monde,indigenous_le monde_
2017,middle eastern,4254,47.55,36.76,15.69,al jazeera,middle eastern_al jazeera_
2018,hispanic,4143,50.33,47.85,1.81,al jazeera,hispanic_al jazeera_
2018,hispanic,1934,37.86,48.5,13.64,hindu,hispanic_the hindu_
2018,hispanic,3255,57.46,26.3,16.24,bbc,hispanic_bbc_
2018,asian,4962,17.69,49.92,32.38,deutsche welle,asian_deutsche welle_
2018,african,1820,25.85,34.93,39.22,nbc news,african_nbc news_
2018,asian,1672,43.19,41.65,15.16,deutsche welle,asian_deutsche welle_
2018,asian,2112,26.92,24.55,48.54,fox news,asian_fox news_
2018,european,3703,36.11,43.31,20.58,nbc news,european_nbc news_
2018,european,1335,42.75,24.97,32.28,reuters,european_reuters_
2018,asian,1758,48.18,45.07,6.75,le monde,asian_le monde_
2018,african,1616,22.09,24.87,53.04,ny times,african_ny times_
2018,hispanic,2426,27.4,49.33,23.27,reuters,hispanic_reuters_
2018,european,3982,34.25,29.27,36.48,guardian,european_the guardian_
2018,hispanic,2045,24.91,29.54,45.55,le monde,hispanic_le monde_
2018,hispanic,4601,37.92,36.56,25.52,fox news,hispanic_fox news_
2018,european,4123,54.97,42.67,2.37,cbs news,european_cbs news_
2018,european,3730,42.18,45.89,11.93,times,european_the times_
2018,african,2997,39.62,25.2,35.18,washington post,african_washington post_
2018,middle eastern,4384,39.76,47.46,12.78,bloomberg,middle eastern_bloomberg_
2018,middle eastern,4445,57.41,20.11,22.47,hindu,middle eastern_the hindu_
2018,asian,1698,32.73,37.53,29.74,bbc,asian_bbc_
2018,middle eastern,969,38.73,30.03,31.24,bloomberg,middle eastern_bloomberg_
2018,middle eastern,2299,47,43.74,9.27,times,middle eastern_the times_
2018,asian,734,50.11,43.44,6.45,guardian,asian_the guardian_
2018,indigenous,3841,24.74,29.08,46.18,hindu,indigenous_the hindu_
2018,european,2796,46.86,38.15,14.99,guardian,european_the guardian_
2018,hispanic,3879,12.99,21.28,65.73,hindu,hispanic_the hindu_
2018,middle eastern,4220,47.98,27.57,24.45,le monde,middle eastern_le monde_
2018,hispanic,3519,35.28,27.21,37.5,le monde,hispanic_le monde_
2018,asian,4455,37.02,36.17,26.8,deutsche welle,asian_deutsche welle_
2018,african,4417,11.83,41.93,46.24,times,african_the times_
2018,hispanic,4899,20.58,23.21,56.22,associated press,hispanic_associated press_
2018,middle eastern,4260,44.08,37.86,18.06,guardian,middle eastern_the guardian_
2018,african,2985,56.93,36.36,6.71,abc news,african_abc news_
2018,european,3590,48.98,38.88,12.14,le monde,european_le monde_
2018,european,2954,22.15,49.3,28.55,times,european_the times_
2018,european,877,42.76,49.06,8.18,ny times,european_ny times_
2018,asian,1977,33.86,44.5,21.64,deutsche welle,asian_deutsche welle_
2018,middle eastern,3326,18.52,22.88,58.6,al jazeera,middle eastern_al jazeera_
2018,european,4058,32.26,22.01,45.73,ny times,european_ny times_
2018,indigenous,2345,28.95,25.73,45.32,cnn,indigenous_cnn_
2018,hispanic,1433,13.38,49.29,37.32,ny times,hispanic_ny times_
2018,asian,4736,26.4,34.03,39.57,cbs news,asian_cbs news_
2018,middle eastern,1830,10.67,46.94,42.39,fox news,middle eastern_fox news_
2018,middle eastern,575,46.08,38.5,15.42,times,middle eastern_the times_
2018,middle eastern,1090,26.3,43.46,30.24,bloomberg,middle eastern_bloomberg_
2018,indigenous,1705,57.04,38.52,4.44,washington post,indigenous_washington post_
2018,european,3451,25.97,42.15,31.87,cnn,european_cnn_
2018,indigenous,1866,50.64,27.22,22.15,nbc news,indigenous_nbc news_
2018,african,1743,11.47,37.37,51.16,associated press,african_associated press_
2018,middle eastern,4506,12.05,33.7,54.24,times,middle eastern_the times_
2018,african,3348,20.87,33.35,45.78,abc news,african_abc news_
2018,european,1822,40.41,36,23.59,cbs news,european_cbs news_
2018,african,2338,52.5,43.68,3.82,nbc news,african_nbc news_
2018,european,2039,18.43,38.94,42.63,cnn,european_cnn_
2018,african,1385,48.54,39.78,11.68,nbc news,african_nbc news_
2018,european,3355,36.99,37.11,25.89,ny times,european_ny times_
2018,african,506,57.07,47.52,-4.58,associated press,african_associated press_
2018,indigenous,3676,18.46,23.36,58.18,hindu,indigenous_the hindu_
2018,middle eastern,1246,22.76,48.78,28.46,cbs news,middle eastern_cbs news_
2018,indigenous,1833,56.56,23.15,20.29,associated press,indigenous_associated press_
2018,hispanic,4443,15.87,33.32,50.81,le monde,hispanic_le monde_
2018,indigenous,1604,39.44,35.82,24.73,reuters,indigenous_reuters_
2018,hispanic,4169,33.24,32.46,34.3,reuters,hispanic_reuters_
2018,african,3886,52.16,23.83,24,deutsche welle,african_deutsche welle_
2018,european,4879,53.29,46.62,0.1,nbc news,european_nbc news_
2018,european,3426,29.82,36.04,34.14,associated press,european_associated press_
2018,middle eastern,4382,36.83,31.18,31.99,abc news,middle eastern_abc news_
2018,african,1426,20.6,29.09,50.31,ny times,african_ny times_
2018,indigenous,4480,58.22,31.25,10.53,washington post,indigenous_washington post_
2018,middle eastern,2926,17.2,43.67,39.13,washington post,middle eastern_washington post_
2018,indigenous,4362,11.72,48.2,40.08,deutsche welle,indigenous_deutsche welle_
2018,middle eastern,3509,32.52,47.75,19.73,ny times,middle eastern_ny times_
2018,middle eastern,2075,52.29,38.79,8.92,cnn,middle eastern_cnn_
2018,european,1861,33.03,49.71,17.25,cbs news,european_cbs news_
2018,indigenous,1802,35.91,32.28,31.82,nbc news,indigenous_nbc news_
2018,indigenous,1623,39.36,37.87,22.78,al jazeera,indigenous_al jazeera_
2018,african,2148,57.57,30.15,12.28,al jazeera,african_al jazeera_
2018,european,3954,21.61,33.33,45.07,washington post,european_washington post_
2018,european,1734,35.09,39.29,25.63,associated press,european_associated press_
2018,hispanic,2968,24.67,23.7,51.62,cnn,hispanic_cnn_
2018,hispanic,4306,39.52,42.35,18.13,abc news,hispanic_abc news_
2018,african,3677,30.95,45.03,24.02,cnn,african_cnn_
2018,asian,4375,36.78,28.75,34.48,abc news,asian_abc news_
2018,indigenous,2016,47.19,41.91,10.9,cbs news,indigenous_cbs news_
2018,middle eastern,4905,42.2,48.77,9.02,deutsche welle,middle eastern_deutsche welle_
2018,african,2391,21.38,25.66,52.95,al jazeera,african_al jazeera_
2018,european,797,58.9,39.81,1.29,ny times,european_ny times_
2018,indigenous,3671,51.11,46.46,2.43,times,indigenous_the times_
2018,european,3746,47.13,26.45,26.42,cbs news,european_cbs news_
2018,african,2212,55.5,28.59,15.91,al jazeera,african_al jazeera_
2018,european,3906,54.76,26.8,18.44,hindu,european_the hindu_
2018,african,4780,46.58,47.78,5.64,ny times,african_ny times_
2018,middle eastern,1878,43.48,36.34,20.18,abc news,middle eastern_abc news_
2018,hispanic,808,38.9,26.84,34.25,deutsche welle,hispanic_deutsche welle_
2018,asian,728,12.26,35.68,52.06,bbc,asian_bbc_
2018,european,1401,47.13,26.4,26.47,associated press,european_associated press_
2018,asian,3903,56,38.88,5.12,times,asian_the times_
2018,asian,2194,27.53,27.07,45.39,le monde,asian_le monde_
2018,hispanic,3436,18.5,42.76,38.74,deutsche welle,hispanic_deutsche welle_
2018,hispanic,3180,40.27,45.34,14.4,fox news,hispanic_fox news_
2018,asian,4997,19.41,22.49,58.1,cnn,asian_cnn_
2018,asian,1391,20.21,25.42,54.38,nbc news,asian_nbc news_
2018,indigenous,1568,59.18,23.7,17.12,le monde,indigenous_le monde_
2018,indigenous,2638,38.41,46.22,15.37,cbs news,indigenous_cbs news_
2018,indigenous,2234,16.17,22.11,61.72,ny times,indigenous_ny times_
2018,european,4685,45.86,21.15,32.99,fox news,european_fox news_
2018,indigenous,3573,30.54,31.36,38.11,fox news,indigenous_fox news_
2018,hispanic,807,52.01,28.94,19.06,hindu,hispanic_the hindu_
2018,middle eastern,1363,49.67,39.07,11.25,nbc news,middle eastern_nbc news_
2018,hispanic,2771,42.33,34.47,23.2,washington post,hispanic_washington post_
2018,hispanic,4258,56.03,34.71,9.25,guardian,hispanic_the guardian_
2018,hispanic,2365,19.62,28.63,51.75,cbs news,hispanic_cbs news_
2018,indigenous,2976,18.99,48.61,32.4,cnn,indigenous_cnn_
2018,indigenous,2456,39.11,46.81,14.08,times,indigenous_the times_
2018,indigenous,3619,36.51,39.37,24.12,reuters,indigenous_reuters_
2018,asian,3444,28.43,25.42,46.15,deutsche welle,asian_deutsche welle_
2018,indigenous,3029,42.05,25.57,32.39,abc news,indigenous_abc news_
2018,european,3379,18.82,44.68,36.51,al jazeera,european_al jazeera_
2018,african,1917,14.14,20.41,65.45,washington post,african_washington post_
2019,african,1785,20.47,30.17,49.36,fox news,african_fox news_
2019,middle eastern,1856,12.85,45.37,41.77,ny times,middle eastern_ny times_
2019,middle eastern,2318,23.01,39.18,37.81,hindu,middle eastern_the hindu_
2019,african,3221,54.19,49.4,-3.59,fox news,african_fox news_
2019,asian,4155,10.96,43.15,45.89,nbc news,asian_nbc news_
2019,indigenous,1627,16.41,28.97,54.62,bloomberg,indigenous_bloomberg_
2019,european,2717,58.28,24.94,16.78,associated press,european_associated press_
2019,middle eastern,4837,51.04,31.72,17.24,ny times,middle eastern_ny times_
2019,indigenous,3574,55.69,33.91,10.4,reuters,indigenous_reuters_
2019,middle eastern,4129,16.26,33.48,50.26,reuters,middle eastern_reuters_
2019,middle eastern,3654,34.71,32.81,32.48,nbc news,middle eastern_nbc news_
2019,european,4765,37.8,42.24,19.96,le monde,european_le monde_
2019,middle eastern,2799,58.04,37.45,4.51,nbc news,middle eastern_nbc news_
2019,european,1517,26.94,41.33,31.73,bbc,european_bbc_
2019,indigenous,2301,14.59,47.27,38.15,reuters,indigenous_reuters_
2019,african,4773,25.99,37.13,36.88,hindu,african_the hindu_
2019,hispanic,1407,45.21,23.76,31.02,bbc,hispanic_bbc_
2019,european,4062,11.69,25.01,63.3,fox news,european_fox news_
2019,asian,2849,25.02,35.04,39.94,le monde,asian_le monde_
2019,middle eastern,2270,54.75,26.66,18.6,washington post,middle eastern_washington post_
2019,indigenous,900,19.9,32.89,47.21,le monde,indigenous_le monde_
2019,asian,1895,12.69,32.29,55.02,abc news,asian_abc news_
2019,hispanic,2836,51.95,23.83,24.22,washington post,hispanic_washington post_
2019,asian,3019,17.15,39.06,43.8,al jazeera,asian_al jazeera_
2019,asian,1839,29.23,38.92,31.85,washington post,asian_washington post_
2019,african,1315,43.93,27.33,28.74,cbs news,african_cbs news_
2019,asian,4505,29.34,32.99,37.67,nbc news,asian_nbc news_
2019,indigenous,3009,59.7,45.4,-5.1,cnn,indigenous_cnn_
2019,indigenous,2289,52.52,28.51,18.97,cnn,indigenous_cnn_
2019,european,1748,24.84,33.15,42,hindu,european_the hindu_
2019,african,2057,23.16,32.57,44.27,cnn,african_cnn_
2019,african,2775,27.54,33,39.46,guardian,african_the guardian_
2019,indigenous,2999,20.84,25.54,53.62,le monde,indigenous_le monde_
2019,european,657,28.79,46.97,24.25,guardian,european_the guardian_
2019,indigenous,4338,56.35,25.48,18.16,bbc,indigenous_bbc_
2019,african,4548,14.13,38.5,47.36,reuters,african_reuters_
2019,hispanic,4609,51.37,24.09,24.54,nbc news,hispanic_nbc news_
2019,european,1613,36.63,40.51,22.86,fox news,european_fox news_
2019,middle eastern,4614,57,22.7,20.3,times,middle eastern_the times_
2019,middle eastern,4116,28.77,31.47,39.75,nbc news,middle eastern_nbc news_
2019,hispanic,3192,41.8,22.51,35.7,le monde,hispanic_le monde_
2019,african,4948,57.2,36.18,6.62,cnn,african_cnn_
2019,indigenous,1250,34.95,37.27,27.78,nbc news,indigenous_nbc news_
2019,african,569,16.21,36.21,47.57,reuters,african_reuters_
2019,middle eastern,3037,27.92,34.28,37.8,abc news,middle eastern_abc news_
2019,middle eastern,2376,19.08,39.73,41.19,bbc,middle eastern_bbc_
2019,european,3968,48.85,30.55,20.6,cnn,european_cnn_
2019,indigenous,4726,39.76,37.04,23.2,abc news,indigenous_abc news_
2019,african,646,34.55,35.29,30.16,fox news,african_fox news_
2019,hispanic,3500,58.43,42.84,-1.26,associated press,hispanic_associated press_
2019,indigenous,1088,50.88,28.22,20.9,guardian,indigenous_the guardian_
2019,asian,1471,21.16,30.39,48.44,bloomberg,asian_bloomberg_
2019,indigenous,592,19.13,24.97,55.9,deutsche welle,indigenous_deutsche welle_
2019,indigenous,3661,52.87,49.93,-2.8,washington post,indigenous_washington post_
2019,hispanic,4376,40.34,22.91,36.75,bbc,hispanic_bbc_
2019,indigenous,1207,36.9,48.14,14.96,le monde,indigenous_le monde_
2019,hispanic,3996,33.3,22.03,44.67,times,hispanic_the times_
2019,middle eastern,4626,47.5,29.6,22.9,abc news,middle eastern_abc news_
2019,indigenous,1074,50.28,29.7,20.02,cbs news,indigenous_cbs news_
2019,middle eastern,2114,24.98,37.93,37.09,cbs news,middle eastern_cbs news_
2019,indigenous,1158,34.67,23.49,41.84,le monde,indigenous_le monde_
2019,indigenous,1342,47.42,26.52,26.06,bloomberg,indigenous_bloomberg_
2019,hispanic,1786,16.25,21.51,62.24,bloomberg,hispanic_bloomberg_
2019,european,4227,52.89,25.67,21.44,reuters,european_reuters_
2019,indigenous,4635,49.69,25.75,24.56,nbc news,indigenous_nbc news_
2019,indigenous,2110,45.14,44.75,10.11,deutsche welle,indigenous_deutsche welle_
2019,indigenous,768,27.05,27.37,45.58,al jazeera,indigenous_al jazeera_
2019,asian,3094,43.59,40.86,15.55,washington post,asian_washington post_
2019,european,1874,17.8,39.76,42.44,abc news,european_abc news_
2019,european,1782,11.41,43.75,44.84,deutsche welle,european_deutsche welle_
2019,middle eastern,2097,16.13,30.99,52.88,cbs news,middle eastern_cbs news_
2019,european,2891,18.11,29.98,51.9,bbc,european_bbc_
2019,african,3209,55.01,44.15,0.85,cbs news,african_cbs news_
2019,middle eastern,4061,35.98,45.27,18.75,fox news,middle eastern_fox news_
2019,hispanic,1004,28.21,26.05,45.74,cbs news,hispanic_cbs news_
2019,european,2557,30.27,27.7,42.02,bloomberg,european_bloomberg_
2019,african,3114,55.93,38.9,5.17,bbc,african_bbc_
2019,hispanic,3458,32.44,28.92,38.63,times,hispanic_the times_
2019,european,4678,47.94,28.33,23.74,bbc,european_bbc_
2019,middle eastern,2697,52.16,29.04,18.8,washington post,middle eastern_washington post_
2019,hispanic,1799,26.85,43.23,29.92,deutsche welle,hispanic_deutsche welle_
2019,indigenous,2901,13.3,26.58,60.13,cnn,indigenous_cnn_
2019,african,4397,41.57,22.44,35.98,associated press,african_associated press_
2019,indigenous,2478,53.39,27.24,19.37,nbc news,indigenous_nbc news_
2019,european,3780,29.42,47.31,23.27,bbc,european_bbc_
2019,european,4829,13.38,24.48,62.14,bloomberg,european_bloomberg_
2019,middle eastern,4334,36.66,36.68,26.65,hindu,middle eastern_the hindu_
2019,middle eastern,3984,51.89,40.93,7.18,ny times,middle eastern_ny times_
2019,indigenous,878,42.82,23.39,33.79,deutsche welle,indigenous_deutsche welle_
2019,european,4477,21.22,43.98,34.8,ny times,european_ny times_
2019,middle eastern,2184,49.32,37.69,12.99,times,middle eastern_the times_
2019,hispanic,1293,26.36,23.29,50.35,cbs news,hispanic_cbs news_
2019,hispanic,1393,37.18,35.32,27.51,reuters,hispanic_reuters_
2019,asian,3288,56.22,29.04,14.74,bloomberg,asian_bloomberg_
2019,european,4246,14.84,31.31,53.85,al jazeera,european_al jazeera_
2019,african,3535,48.28,47.85,3.87,abc news,african_abc news_
2019,european,3518,32.31,29.25,38.44,cnn,european_cnn_
2019,middle eastern,3638,44.59,28.26,27.14,al jazeera,middle eastern_al jazeera_
2019,hispanic,3099,45.35,22.8,31.86,fox news,hispanic_fox news_
2019,african,4886,44.21,47.88,7.9,le monde,african_le monde_
2019,hispanic,3010,12.13,45.06,42.81,associated press,hispanic_associated press_
2019,middle eastern,4134,19.72,27.86,52.42,associated press,middle eastern_associated press_
2019,asian,4990,38.65,23.69,37.66,nbc news,asian_nbc news_
2019,african,2368,52.66,28.58,18.76,times,african_the times_
2019,hispanic,3976,58.77,26.6,14.63,reuters,hispanic_reuters_
2019,european,2234,24.39,45.81,29.8,reuters,european_reuters_
2019,indigenous,3041,18.85,43.06,38.09,reuters,indigenous_reuters_
2019,hispanic,2216,55.72,32.07,12.22,reuters,hispanic_reuters_
2019,hispanic,1927,24.93,36.62,38.45,al jazeera,hispanic_al jazeera_
2019,hispanic,1039,32.63,38.6,28.76,bbc,hispanic_bbc_
2019,indigenous,4107,23.93,31.84,44.23,abc news,indigenous_abc news_
2019,indigenous,777,30.85,45.9,23.26,cbs news,indigenous_cbs news_
2019,indigenous,3531,20.44,22.18,57.39,nbc news,indigenous_nbc news_
2019,african,535,49.57,44.12,6.31,associated press,african_associated press_
2019,hispanic,2510,33.59,48.73,17.68,deutsche welle,hispanic_deutsche welle_
2019,european,3571,11.88,45.94,42.17,deutsche welle,european_deutsche welle_
2019,african,3392,45.04,47.09,7.87,al jazeera,african_al jazeera_
2019,african,2808,31.89,48.08,20.03,times,african_the times_
2019,european,1227,22.29,29.97,47.74,fox news,european_fox news_
2019,middle eastern,1152,15.43,24.54,60.03,bloomberg,middle eastern_bloomberg_
2020,middle eastern,3248,46.69,20.01,33.3,reuters,middle eastern_reuters_
2020,indigenous,3732,34.41,27.63,37.96,washington post,indigenous_washington post_
2020,european,3033,54.59,25.41,20,nbc news,european_nbc news_
2020,hispanic,593,23.15,49.8,27.06,cnn,hispanic_cnn_
2020,middle eastern,1342,18.95,29.12,51.93,fox news,middle eastern_fox news_
2020,hispanic,2398,43.23,29.97,26.8,reuters,hispanic_reuters_
2020,hispanic,3806,16.1,32.16,51.74,hindu,hispanic_the hindu_
2020,african,4510,50.12,33.91,15.97,al jazeera,african_al jazeera_
2020,asian,3030,23.54,38.55,37.91,hindu,asian_the hindu_
2020,african,722,23.26,43.58,33.16,fox news,african_fox news_
2020,african,1896,28.6,23.77,47.63,cbs news,african_cbs news_
2020,hispanic,3126,15.11,21.35,63.54,cnn,hispanic_cnn_
2020,african,3574,37.54,22.94,39.52,guardian,african_the guardian_
2020,asian,1592,33.65,36.9,29.45,associated press,asian_associated press_
2020,indigenous,4892,42.04,42.86,15.1,bloomberg,indigenous_bloomberg_
2020,hispanic,1429,29.05,44.58,26.37,guardian,hispanic_the guardian_
2020,european,1139,10.72,38.15,51.12,cnn,european_cnn_
2020,asian,2082,41.65,20.79,37.57,fox news,asian_fox news_
2020,hispanic,2119,28.26,34.73,37.01,le monde,hispanic_le monde_
2020,hispanic,635,41.38,46.01,12.61,deutsche welle,hispanic_deutsche welle_
2020,hispanic,2170,36.49,45.19,18.32,hindu,hispanic_the hindu_
2020,european,2266,18.82,40.47,40.71,bbc,european_bbc_
2020,african,1240,38.56,47.02,14.42,deutsche welle,african_deutsche welle_
2020,indigenous,3518,56.28,47.12,-3.39,associated press,indigenous_associated press_
2020,european,710,20.05,37.33,42.62,abc news,european_abc news_
2020,hispanic,1734,30.5,45.28,24.21,bbc,hispanic_bbc_
2020,hispanic,2171,46.14,45,8.86,reuters,hispanic_reuters_
2020,middle eastern,797,42.15,40.11,17.75,cnn,middle eastern_cnn_
2020,hispanic,4902,24.32,29.41,46.26,le monde,hispanic_le monde_
2020,hispanic,3461,29.47,27.41,43.11,abc news,hispanic_abc news_
2020,indigenous,1324,27.9,25.68,46.42,bbc,indigenous_bbc_
2020,hispanic,1007,32.4,24.75,42.85,guardian,hispanic_the guardian_
2020,asian,1965,50.88,42.84,6.27,fox news,asian_fox news_
2020,middle eastern,591,25.59,48.58,25.83,nbc news,middle eastern_nbc news_
2020,middle eastern,1413,23.84,26.28,49.88,guardian,middle eastern_the guardian_
2020,asian,2540,40.27,49.32,10.41,hindu,asian_the hindu_
2020,african,1503,54.94,37.25,7.8,washington post,african_washington post_
